2019-05-23 09:49:21,网络展览馆,华夏网络展馆是深圳市华夏网文化传播有限公司推出的网络平台产品。华夏网络展馆依托网络新技术发展展馆、会展新业态，定位为网络展览展示平台，各级国企、民企产品与服务的互联网品牌传播，以网络展馆形式，生动呈现企业产品和服务形态，更加突出互动体验效果，以传播高品质、多类型、全功能的网络展览产品为核心内容，让企业的产品和服务更多更广更迅速地与用户接触。实现中国文化资源的数字化。
2019-05-23 09:49:21,欧元,欧元（Euro）是欧盟中19个国家的货币。欧元的19会员国是德国、法国、意大利、荷兰、比利时、卢森堡、爱尔兰、西班牙、葡萄牙、奥地利、芬兰、立陶宛、拉脱维亚、爱沙尼亚、斯洛伐克、斯洛文尼亚、希腊、马耳他、塞浦路斯 。1999年1月1日在实行欧元的欧盟国家中实行统一货币政策（Single Monetary Act），2002年7月欧元成为欧元区唯一合法货币。欧元由欧洲中央银行（European Central Bank，ECB）和各欧元区国家的中央银行组成的欧洲中央银行系统（European System of Central Banks，ESCB）负责管理。另外欧元也是非欧盟中6个国家（地区）的货币，他们分别是：摩纳哥、圣马力诺、梵蒂冈、安道尔、黑山和科索沃地区。其中，前4个袖珍国根据与欧盟的协议使用欧元，而后两个国家（地区）则是单方面使用欧元。
2019-05-23 09:49:21,隐私（汉语词语）,隐私是一种与公共利益、群体利益无关，当事人不愿他人知道或他人不便知道的个人信息，（只能公开于有保密义务的人）当事人不愿他人干涉或他人不便干涉的个人私事，以及当事人不愿他人侵入或他人不便侵入的个人领域。隐私是个人的自然权利。从人类抓起树叶遮羞之时起，隐私就产生了。
2019-05-23 09:49:22,最优货币区,最优货币区（Optimal Currency Areas，OCA）是一个经济地理概念，是指最符合经济金融上的某些条件的国家或者地区，相互之间建立紧密联系的货币制度，如固定汇率制度，甚至使用统一货币。
2019-05-23 09:49:22,诺贝尔经济学奖,诺贝尔经济学奖是瑞典国家银行为纪念阿尔弗雷德·诺贝尔而设立的奖项，也称瑞典银行经济学奖。经济学奖并非根据阿尔弗雷德·诺贝尔的遗嘱所设立的，但在评选步骤、授奖仪式方面与诺贝尔奖相似。1968年起，奖项由瑞典皇家科学院每年颁发一次，颁奖遵循对人类利益做出最大贡献的原则。1969年（瑞典国家银行成立300周年庆典时）第一次颁奖，由挪威人弗里希和荷兰人扬·廷贝亨共同获得，美国经济学家萨缪尔森、弗里德曼等人均获得过此奖。2018年10月8日，保罗·罗默和威廉·诺德豪斯诺贝尔经济学奖， 以表彰二人在创新、气候和经济增长方面研究的杰出贡献。
2019-05-23 09:49:22,国际贸易理论,国际贸易理论试图解释为什么有国际贸易，以及作为一个国家应当如何对待国际贸易。国际贸易理论的发展大致经历了古典、新古典、新贸易理论以及新兴古典国际贸易理论四大阶段。古典和新古典国际贸易理论以完全竞争市场等假设为前提，强调贸易的互利性，主要解释了产业间贸易。二战后，以全球贸易的新态势为契机，新贸易理论应运而生，从不完全竞争、规模经济、技术进步等角度解释了新的贸易现象。新兴古典国际贸易理论则以专业化分工来解释贸易，力图将传统贸易理论和新贸易理论统一在新兴古典贸易理论的框架之内。
2019-05-23 09:49:22,詹姆斯·赫克曼,詹姆斯·赫克曼(JamesJ.Heckman)1944年生于美国伊利诺斯州的芝加哥，曾就读于科罗拉多学院数学系，1971年获普林斯顿大学经济系博士学位。曾在哥伦比亚大学、耶鲁大学、和芝加哥大学任教。微观计量经济学的开创者，因对分析选择性抽样的原理和方法所做出的发展和贡献，与丹尼尔·麦克法登一起荣获2000年诺贝尔经济学奖。2018年11月，获聘北京大学经济学院名誉教授。
2019-05-23 09:49:22,行为经济学（经济学下属学科）,行为经济学是作为实用的经济学，它将行为分析理论与经济运行规律、心理学与经济科学有机结合起来，以发现现今经济学模型中的错误或遗漏，进而修正主流经济学关于人的理性、自利、完全信息、效用最大化及偏好一致基本假设的不足。行为经济学在西方主流经济学中不是新学，只不过，自1950年代至1990年代，它沉寂了几十年。
2019-05-23 09:49:22,劳动力,劳动力有广义和狭义之分。广义上的劳动力指全部人口。狭义上的劳动力则指具有劳动能力的人口。在实际统计中，考虑劳动年龄和劳动能力两个因素的指标有劳动年龄人口和社会劳动力资源总数。传统或者早期的概念中，劳动力指从事体力劳动为主的“劳工”，即“工人阶级”或产业工人。马克思理论把劳动力划分为生产部门的劳动者和非生产部门的劳动者。知识经济时代脑力与体力劳动者的差别已不表现在劳动的本质特征上。“员工”这一范畴被企业以及各类组织广泛使用。劳动力同劳动是有区别的，劳动是人类生产力为改变商品的使用价值和增加商品的价值的实际使用。
2019-05-23 09:49:22,失业者,失业者就是没有工作的人，也就是没有人雇佣的人。
2019-05-23 09:49:23,劳动力需求,劳动力需求，是指企业对劳动力的需求情况，即企业在一定时期内对劳动力数量的需求增减变化情况。企业在某一特定时期内，在某种工资率下愿意并能够雇佣的劳动量，是企业雇佣意愿和支付能力的统一，二者缺一不可。劳动力需求是企业雇用意愿和支付能力的统一。
2019-05-23 09:49:23,劳动力结构,劳动力结构指劳动就业人口在不同产业的分布，即不同产业的劳动就业人口在总劳动就业人口中所占的比重。劳动力结构变动的基本趋势是： 在产业方面表现为农业劳动力向非农转移，乡村劳动力向城镇转移;在职业方面表现为体力劳动者向脑力劳动者转化，低层次体力劳动者向高层次体力劳动者转化，低层次脑力劳动者向高层次脑力劳动者转化。
2019-05-23 09:49:23,工资率,所谓工资率，是指单位时间内的劳动价格。工资率=单位劳动的产出，即w=Y/L，因为劳动的投入一般只用时间来度量，所以也就是单位时间的报酬。根据单位时间的不同，可以分为小时工资率、日工资率等。 在均衡时，真实工资率=劳动的边际产品，即w=MP*P，或者MP=w/P。
2019-05-23 09:49:23,农业劳动力,农业劳动力一般是指能参加农业劳动的劳动力的数量和质量。农业劳动力的数量，是指社会中符合劳动年龄并有劳动能力的人的数量，和不到劳动年龄或已超过劳动年龄但实际参加劳动的人的数量。农业劳动力的质量是指农业劳动力的体力强弱、技术熟练程度和科学、文化水平的高低。农业劳动力的数量和质量因受自然、社会、经济文化教育等各种因素的影响而处于不断变化之中。
2019-05-23 09:49:23,正相关,正相关是指自变量增长，因变量也跟着增长。两个变量变动方向相同，一个变量由大到小或由小到大变化时，另一个变量亦由大到小或由小到大变化。
2019-05-23 09:49:23,总供给,总供给是指一个国家或地区在一定时期内（通常为1年）由社会生产活动实际可以提供给市场的可供最终使用的产品和劳务总量。总供给与社会总需求是宏观经济学中的一对基本概念。西方宏观经济学的重要概念。一般地，整个社会某一时期提供的总产出即该时期各种生产要素的总和，也即各种生产要素相应地得到的收入 (工资、利息、地租和利润) 的总和。
2019-05-23 09:49:23,线性（数学概念）,线性特性是卷积运算的性质之一，即设a，b为任意常数，则对于函数f(z，y)，h(x，y)和g(x，y)，{af(x，Y)+bh(z，y)}*g(z，y)=-af(x，y)*g(x，y)+bh(x，y)*g(z，y)。同样有：f(x，y)*{ah(x，y)+bg(x，y)=af(x，y)*h(x，y)+bf(x，y)*g(x，y)  。
2019-05-23 09:49:24,衡量,
2019-05-23 09:49:24,进口,进口，是指向非居民购买生产或消费所需的原材料、产品、服务。进口的目的是获得更低成本的生产投入，或者是谋求本国没有的产品与服务的垄断利润。
2019-05-23 09:49:24,衡量（歌曲）,杨启威，最新歌曲《衡量》
2019-05-23 09:49:24,优惠关税,优惠关税是指广义差别关税中使用低于一般税率所征收的一类关税。是对特定的受惠国给予的关税优惠待遇。主要有互惠关税、特惠关税等。使用优惠关税的目的是为了增进与受惠国之间的友好贸易往来。
2019-05-23 09:49:24,国际价格,国际价格（InternationalPrice）亦称国际市场价格或世界市场价格。商品和劳务的国际价格是国际价值的货币表现。通常的国际价格是指国际市场上在一定时期内客观形成的具有代表性的成交价格。
2019-05-23 09:49:24,中长期国际商业贷款,
2019-05-23 09:49:24,报关单,进出口货物报关单是指进出口货物收发货人或其代理人，按照海关规定的格式对进出口货物的实际情况做出书面申明，以此要求海关对其货物按适用的海关制度办理通关手续的法律文书。它在对外经济贸易活动中具有十分重要的法律地位。它既是海关监管、征税、统计以及开展稽查和调查的重要依据，又是加工贸易进出口货物核销，以及出口退税和外汇管理的重要凭证，也是海关处理走私、违规案件，及税务、外汇管理部门查处骗税和套汇犯罪活动的重要证书。2018年8月1日，海关总署宣布，即日起，海关进出口货物整合申报正式实施。原报关单、报检单将合并为“一张大表”进行货物申报，让企业真正实现一次申报、一单通关。
2019-05-23 09:49:24,原产地证,原产地证（CERTIFICATE OF ORIGIN）是出口国的特定机构出具的证明其出口货物为该国家（或地区）原产的一种证明文件。《中华人民共和国出口货物原产地证明书》是证明有关出口货物原产地为中华人民共和国的证明文件。
2019-05-23 09:49:24,大关县,大关县，隶属于云南省昭通市，位于云南省东北部，昭通地区的腹心地带。地处东经103度43’一104度07’、北纬27度36’一28度15’之间。大关县地处昭通腹心地带，历来为滇川交通要道。是李（永和）、蓝（朝鼎）农民运动揭竿起义地。境内山峦重叠，“五河”纵贯，水力、矿藏资源和土特产品丰富。鲜笋、翠华茶是当地特产，盛产优质烤烟，杜仲畅销全国，是云南省的生漆基地县之一。
2019-05-23 09:49:24,再出口,再出口是指使用总贸易体系记录和编制进出口统计的国家，将外国商品输入本国后未经加工而再向国外输出。又称复出口。再出口由两部分组成，即从本国自由贸易区或海关保税仓库再出口和本国化商品再出口。
2019-05-23 09:49:25,蒸发太平洋,《蒸发太平洋》是由北京星美影视发行有限公司发行的动作科幻片，由周文武贝自编自导，布兰登·罗斯、张雨绮领衔主演。影片于2016年1月29日在中国大陆上映。影片围绕一架2020年首航的A390豪华客机展开，讲述了一架大洋航空新客机在首航中遭遇意外的故事。
2019-05-23 09:49:26,世界遗产（有突出意义和普遍价值的文物古迹及自然景观）,世界遗产是指被联合国教科文组织和世界遗产委员会确认的人类罕见的、目前无法替代的财富，是全人类公认的具有突出意义和普遍价值的文物古迹及自然景观。世界遗产包括文化遗产、自然遗产、文化与自然遗产、文化景观遗产四类。广义概念，根据形态和性质，世界遗产分为物质遗产（文化遗产、自然遗产、文化和自然双重遗产、记忆遗产、文化景观）和非物质文化遗产。截至2018年7月3日，世界遗产地总数达1092处，分布在世界167个国家。中国拥有世界遗产地53处。
2019-05-23 09:49:26,Lost In The Pacific,《Lost In The Pacific》是一首影片的主题歌曲，该歌曲是影片蒸发太平洋英文版歌曲，2016年1月4日《Lost In The Pacific》在1月4日全数字音乐平台同步发行。
2019-05-23 09:49:26,皮特·卡梅隆,皮特·卡梅隆是一名演员，代表作品有《大事件》。
2019-05-23 09:49:26,蒸发太平洋（迪克牛仔演唱的歌曲）,《蒸发太平洋》是迪克牛仔演唱的歌曲，为2016年电影《蒸发太平洋》同名中文主题曲。
2019-05-23 09:49:26,历史文化名城名镇名村保护条例,《历史文化名城名镇名村保护条例》是由中华人民共和国国务院颁布的第524号条例。该条例于2008年4月2日国务院第3次常务会议通过，自2008年7月1日起施行，并由国家总理温家宝于2008年4月22日对外公布。
2019-05-23 09:49:26,中华人民共和国文物保护法,《中华人民共和国文物保护法》是为了加强对文物的保护，继承中华民族优秀的历史文化遗产，促进科学研究工作，进行爱国主义和革命传统教育，建设社会主义精神文明和物质文明，而制定的法规。该法规由第五届全国人民代表大会常务委员会第二十五次会议于1982年11月19日通过，自1982年11月19日起施行。当前版本为2015年4月24日第十二届全国人民代表大会常务委员会第十四次会议修改。2017年11月4日，第十二届全国人民代表大会常务委员会第三十次会议决定，通过对《中华人民共和国文物保护法》作出修改。
2019-05-23 09:49:26,不构成犯罪,不构成犯罪即该行为未能满足或全部满足特定犯罪的构成要件。
2019-05-23 09:49:27,海关,依据本国（或地区）的法律、行政法规行使进出口监督管理职权的国家行政机关。英语Customs一词，最早是指商人贩运商品途中缴纳的一种地方税捐，带有“买路钱”或港口、市场“通过费”、“使用费”的性质。
2019-05-23 09:49:27,刑法（法律概念）,刑法是规定犯罪、刑事责任和刑罚的法律，是掌握政权的统治阶级为了维护本阶级政治上的统治和各阶级经济上的利益，根据自己的意志，规定哪些行为是犯罪并且应当负何种刑事责任 ，并给予犯罪嫌疑人何种刑事处罚的法律规范的总称。刑法有广义与狭义之分。广义刑法是一切刑事法律规范的总称，狭义刑法仅指刑法典，在我国即《中华人民共和国刑法》。与广义刑法、狭义刑法相联系的，刑法还可区分为普通刑法和特别刑法。普通刑法指具有普遍使用效力的刑法，实际上即指刑法典。特别刑法指仅使用于特定的人、时、地、事（犯罪）的刑法。在我国，也叫单行刑法和附属刑法。2017年11月4日第十二届全国人民代表大会常务委员会第三十次会议通过中华人民共和国刑法修正案（十）。修改后的刑法自2017年11月4日公布之日起施行。这也是继1997年全面修订刑法后通过的第十个刑法修正案。
2019-05-23 09:49:27,海关合作理事会,海关合作理事会CCC(Customs Co-operation Coucil)是世界性的、为统一关税、简化海关手续而建立的政府间协调组织，也是当今世界上唯一的政府间国际海关组织。 理事会总部设在布鲁塞尔。现有成员95个，我国于1983年7月18日加入该理事会。
2019-05-23 09:49:28,业务网,业务网指为接入用户提供一种或数种业务的网络。例如电话网、传真网、数据网。
2019-05-23 09:49:28,电话网,电话网是传递电话信息的电信网，是可以进行交互型话音通信、开放电话业务的电信网。电话网包括本地电话网、长途电话网、国际电话网等多种类型。是业务量最大、服务面最广的电信网。电话网经历了由模拟电话网向综合数字电话网的演变。除了电话业务，还可以兼容许多非电话业务。因此电话网可以说是电信网的基础。最早的电话通信形式只是两部电话机中间用导线连接起来便可通话。
2019-05-23 09:49:28,东欧,欧洲东部指由波罗的海东岸至黑海东岸一线向东达乌拉尔山脉的欧洲东部。包括爱沙尼亚、拉脱维亚、立陶宛、俄罗斯、白俄罗斯、乌克兰、摩尔多瓦等数个国家。另外南斯拉夫六国（塞尔维亚、克罗地亚、斯洛文尼亚、波斯尼亚和黑塞哥维那、黑山、马其顿）和阿尔巴尼亚有时也被视为东欧国家。东欧99%以上人口属于欧罗巴人种，民族多属于斯拉夫人体系，宗教以东正教为主，阿尔巴尼亚等国家和地区则以伊斯兰教为主，经济大幅落后欧洲其他地区。过去东欧国家大多由共产党执政，现在均成为资本主义国家。东欧剧变和苏联解体后部分国家加入欧盟、北约。
2019-05-23 09:49:28,本地电话网,本地电话网是在一个封闭编号区内，由端局（或端局、汇接局）、局间中继线、长市中继线以及端局的用户线、电话机、用户交换机所组成的自动电话网。
2019-05-23 09:49:28,逢坂大河,逢坂大河是日本轻小说及其改编动画《龙与虎》中女主角。是有着一头长发和非常精致的脸庞，身高为143.6公分的娇小身材特点的美少女。傲娇、凶暴、任性但又有点爱哭的冒失娘。对于家事完全不拿手，总是要高须龙儿照顾。总是穿着棉制折边的衣服，常被说像人偶。自称身高145厘米，好像可以捧在手中一样的娇小。
2019-05-23 09:49:29,共产主义,共产主义（Communism）是一种政治观点和思想体系，现今的共产主义奉马克思、恩格斯思想为基本思想。共产主义主张消灭生产资料私有制，并建立一个没有阶级制度、没有剥削、没有压迫，实现人类自我解放的社会，也是社会化集体大生产的社会，面对恶势力也会团结一致。共产主义者认为未来所有阶级社会最终将过渡到各尽所能、各取所需的共产主义社会，人类社会的意识形态将进入高级阶段。
2019-05-23 09:49:29,2ch,2ch是在1999年时由西村博之（俗称ひろゆき，Hiroyuki）初创，而今日该站上大部份的更新，则都是由2ch用户自愿参与。2ch是巨大的留言版群，细分成多个分类（category），每个分类内有多个留言版（板(ita；board)），留言板内可自由开立讨论串（スレ(sure；thread)），讨论串则由回应（レス（resu），英语中 response 之意）构成。2ch的架构非常简单，甚至较telnet环境的BBS系统都要简单不少。2ch网站本身的运作是非盈利性的，在过去该站的主要收入来源是刊登包含成人网站在内的交友网站广告，又出现网络赌场的广告刊登，都是些一般网站在出租版面字段让人刊登广告时，会犹豫该不该牵扯到的广告种类。除此之外，被称为“●”（まる，“点”之意）的过去纪录收费查阅系统，也带给网站相当程度的资金捐注。2CH的地位就相当于我们的天涯、MOP。透过2CH，可以从一个侧面，了解许多在中文媒体上难以看到的、关于日本的信息。在2CH里混迹的网民，有学者、有学生、有职员、有狂人，各色各样的人群集中在一起，每天都有不断的精彩主题出现。
2019-05-23 09:49:29,动画最萌大赛,《动画最萌大赛》（日语：アニメ最萌トーナメント，英语：Anime Saimoe Tournament）是日本论坛2ch网民自发举办的以动画角色综合版为中心所举行竞赛。该大赛的主办方不是2ch，2ch仅提供场所。比赛的性质不仅仅是人气投票，关于动画角色的交流、支援更被看重。
2019-05-23 09:49:29,钓鱼岛（中华人民共和国东海固有群岛）,钓鱼岛，亦称钓鱼台、钓鱼屿、钓鱼山，是中国东海钓鱼岛及其附属岛屿的主岛，是中国自古以来的固有领土。位于北纬25°44.6′，东经123°28.4′，距浙江温州市约358千米、福建福州市约385千米、台湾基隆市约190千米，周围海域面积约为17.4万平方公里。钓鱼岛长约3641米，宽约1905米，面积约3.91平方千米，最高海拔约362米，地势北部较平坦，东南侧山岩陡峭，东侧岩礁颇似尖塔，中央山脉横贯东西。钓鱼岛盛产山茶、棕榈、仙人掌、海芙蓉等珍贵中药材，栖息着大批海鸟，有“花鸟岛”的美称。1972年美国撤离琉球时，将钓鱼岛“行政管辖权”混合琉球“交给”日本，而据中国古代史书记载中国一直对钓鱼岛拥有领土权。因此，钓鱼岛争议也由此而生，目前钓鱼岛及其领海归属中华人民共和国，但日本实际非法管辖该岛。2012年9月10日起，中国政府部门对钓鱼岛及附属岛屿开展常态化监视、监测。中国海监执法船在钓鱼岛海域坚持巡航执法，渔政执法船在钓鱼岛海域进行常态化执法巡航和护渔，维护该海域正常的渔业生产秩序。中国还通过发布天气和海洋观测预报等，对钓鱼岛及其附近海域实施管理。
2019-05-23 09:49:30,侵略！乌贼娘（安部真弘著作的漫画）,《侵略！乌贼娘》是由安部真弘于《周刊少年Champion》2007年35号－2016年13号上连载的漫画，单行本全22卷。漫画单行本由秋田书店出版，繁体中文版由青文出版社代理出版，简体中文版由测绘出版社代理出版。
2019-05-23 09:49:30,美国国务卿,美国国务卿是美国国务院的首长。美国国务院（United States Department of State，有时亦用State Department），美国联邦政府主管外交并兼管部分内政事务的行政部门，直属美国政府管理的外事机构，相当于外交部。
2019-05-23 09:49:30,雷克斯·蒂勒森,雷克斯·蒂勒森（1952年-），美国企业家，埃克森美孚现任董事长兼CEO。 2016年12月14日，荣获“2016年最具影响力CEO”荣誉。第69任美国国务卿。2018年3月22日，向美国国务院工作人员发表告别讲话。
2019-05-23 09:49:30,汤姆·香农,汤姆·香农（Tom Shannon），男，曾任美国国务院副国务卿、国务院第三号人物。香农还代理过助理国务卿，曾为6任美国总统和10任国务卿效力。香农很擅长与拉美国家打交道，尤其是在处理委内瑞拉的问题上。
2019-05-23 09:49:30,加仑,加仑是一种容（体）积单位，英文全称gallon，简写gal。加仑又分为英制加仑和美制加仑，两者表示的大小不一样。英制加仑是一种使用于英国、其前殖民地和英联邦国家非正式标准化的单位，英国已于1995年完成了到国际单位制的转换。现在从官方而言，加仑只应用于美国、利比里亚和缅甸。而其他国家或地区则使用国际单位制，即米制，又称为公制。
2019-05-23 09:49:31,贝拉克·侯赛因·奥巴马,贝拉克·侯赛因·奥巴马，美国民主党籍政治家，第44任美国总统，为美国历史上第一位非裔美国人总统。奥巴马1991年以优等生从哈佛法学院毕业，而后在芝加哥大学法学院教授宪法长达12年（1992年-2004年）；2007年2月10日宣布参加2008年美国总统选举；2008年11月4日当选为美国总统；2009年10月9日获得诺贝尔委员会颁发的诺贝尔和平奖；2012年击败共和党候选人罗姆尼，成功连任当选第57届美国总统；2016年5月7日获得罗格斯大学理学博士荣誉学位；2017年1月20日正式卸任美国总统。奥巴马执政八年，美国从经济衰退到经济复苏，创造了大量就业岗位，进行了医疗改革，美国家庭年收入在2016年创下美国历史上最大增幅；外交上，成功推动与古巴关系正常化，并与伊朗达成核协议；美国还与近200个国家一道签署了应对气候变化的协议。
2019-05-23 09:49:31,八蒲式耳,八蒲式耳是一种容积单位，在英国，一蒲式耳等于八加仑，相当于36.26872升(公制)。
